a,1.0,2.0,3.0,4.0,5.0,6.0
b,2.0,3.0,4.0,5.0,6.0,7.0
c,12.0,23.0,12.0,12.0,7.0,2.0
,*,*,*,*,*,*
Gene.name,C1,C2,C3,T1,T2,T3,Gene.stable.ID,DBID,P Values,a,b,c,R Values,a,b,c
Nsmce1,48.60323717,40.99161611,42.69872437,46.38336658,40.30485809,59.42472907,ENSPEMG00000016630,16629,,0.4101727184319293,0.4101727184319293,0.17120751203036796,,0.41747070083442506,0.41747070083442506,-0.6398470081730812
Hnrnpdl,47.10056246,34.25732121,42.7728747,45.19183015,40.64136376,48.98112574,ENSPEMG00000016545,16544,,0.5449166730373365,0.5449166730373365,0.06741748165741597,,0.3136767621452268,0.3136767621452268,-0.779759254591214
Usp32,5.997683586,4.5469355,5.578239211,7.065145354,6.635129037,4.915633277,ENSPEMG00000004467,4466,,0.8082244169582715,0.8082244169582715,0.6052989395679397,,0.12855863199072073,0.12855863199072073,-0.26967109209889956
Rrbp1,101.18396,134.123393,138.0493436,151.8195808,168.867544,119.4224658,ENSPEMG00000012715,12714,,0.34632904663408476,0.34632904663408476,0.9622010517044147,,0.4704985484584958,0.4704985484584958,-0.02520463614440238
Tmem177,5.43454437,3.791451205,4.914681729,4.946095133,4.722148301,5.952714685,ENSPEMG00000010461,10460,,0.43368398592694013,0.43368398592694013,0.030962427656983493,,0.39866435178998066,0.39866435178998066,-0.852664586985419
Farp2,13.91128062,17.48470185,15.72695152,17.0585924,24.4968177,16.07192389,ENSPEMG00000023787,23786,,0.33110554723931285,0.33110554723931285,0.7554490968663939,,0.4836382600784848,0.4836382600784848,-0.16451823256314024
Lyst,0.273397894,0.339002619,0.350367474,0.470112196,0.512417822,0.265514171,ENSPEMG00000020616,20615,,0.5429543710023542,0.5429543710023542,0.9939518574217644,,0.31512846293191477,0.31512846293191477,-0.004032116903497918
Trim33,6.460184266,5.648729254,6.441116341,7.457377606,8.489465421,5.658678446,ENSPEMG00000011885,11884,,0.6077762393141413,0.6077762393141413,0.6144576234740279,,0.2678909556415023,0.2678909556415023,-0.2630989108198213
Brox,24.26829441,25.60528499,23.83085505,25.9418678,31.24022168,24.38591445,ENSPEMG00000013294,13293,,0.4562739755945254,0.4562739755945254,0.7691513150425772,,0.38090579120925167,0.38090579120925167,-0.15514387477250968
Gcfc2,1.641934592,1.593328506,2.040178448,2.32281633,2.278551523,1.596645018,ENSPEMG00000005238,5237,,0.5261151937236361,0.5261151937236361,0.7304410876672945,,0.32764787965626846,0.32764787965626846,-0.1817057326619795
null693,22.39183889,21.68211624,24.59837662,38.15106673,33.83907458,17.69484572,ENSPEMG00000013784,13783,,0.7330167842598219,0.7330167842598219,0.988714523842978,,0.17993056155564913,0.17993056155564913,-0.007523792738939772
null694,2.302500255,2.948310585,2.493123457,2.599798783,6.367380388,3.102961319,ENSPEMG00000018070,18069,,0.31044200780992864,0.31044200780992864,0.5327094019063364,,0.501831565543503,0.501831565543503,-0.3227318706060327
null695,0.077901564,0.357005603,0.281170024,0.051122169,0.707363851,0.691754615,ENSPEMG00000018106,18105,,0.1034116349556536,0.1034116349556536,0.30386749707584376,,0.7244768205739749,0.7244768205739749,-0.5077132022071332
null696,83.43257468,74.25716532,73.59625383,80.93917473,71.92863548,95.3583737,ENSPEMG00000020143,20142,,0.47790944955128767,0.47790944955128767,0.23214111883602243,,0.3641574140523441,0.3641574140523441,-0.5754120412150123
Avil,0.095741047,0.227817692,0.111641831,0.159489413,0.148846594,0.290364607,ENSPEMG00000003557,3556,,0.24021703062028593,0.24021703062028593,0.7391823495909629,,0.5674178260881244,0.5674178260881244,-0.17568598261465934
Dld,48.22301377,41.0725567,45.74222167,46.08075734,44.53921766,51.31153314,ENSPEMG00000023398,23397,,0.42479833390925575,0.42479833390925575,0.042815198362053844,,0.405731324660057,0.405731324660057,-0.8259261337890699
Magi3,0.901056807,0.844638477,0.628262683,1.088548076,1.283654838,0.683743532,ENSPEMG00000021592,21591,,0.7778784053639823,0.7778784053639823,0.9401293327457249,,0.14918788935109875,0.14918788935109875,-0.03993500768401309
Mrpl46,17.50062775,15.93288702,19.36039343,19.79779007,15.67258348,22.21629211,ENSPEMG00000018885,18884,,0.32078446769326824,0.32078446769326824,0.22067678897159587,,0.49267165687426007,0.49267165687426007,-0.5869534295631291
Tomm40,53.85238516,52.93658404,55.07393519,56.13851218,50.33120906,65.56423252,ENSPEMG00000018119,18118,,0.28203080062216146,0.28203080062216146,0.24852063938552738,,0.5276009530782417,0.5276009530782417,-0.5593082385561664
null697,0.242724872,0.741569532,0.262819981,0.557500711,0.213290017,1.465645989,ENSPEMG00000012041,12040,,0.27360208050379514,0.27360208050379514,0.5470360860724135,,0.5354326828260871,0.5354326828260871,-0.3121104766675565
null698,172.6204864,187.6920019,184.882683,226.60669,206.2541747,169.483441,ENSPEMG00000010800,10799,,0.7017962788091681,0.7017962788091681,0.7958823652784045,,0.20153085141418575,0.20153085141418575,0.13693430844063187
Tcp11l1,3.583526462,4.780651152,4.998823151,4.941654632,6.751819787,4.583972368,ENSPEMG00000017123,17122,,0.24277790367154992,0.24277790367154992,0.7006393731670911,,0.5649051732205637,0.5649051732205637,-0.2023349088454382
null699,0.064681242,0.185262374,0.03501809,0.063669686,0.028418726,0.86154011,ENSPEMG00000006205,6204,,0.22661283688607503,0.22661283688607503,0.29202731269536975,,0.5809483081386072,0.5809483081386072,-0.5184270971283051
Bod1l,12.84704428,15.32671381,15.23099794,23.07742618,13.71908572,14.96720969,ENSPEMG00000020794,20793,,0.7060116933035397,0.7060116933035397,0.8391117343135618,,0.19860339617020695,0.19860339617020695,0.10767496801619897
Srrm2,31.20784343,39.63996053,38.79288379,51.60404959,51.49443058,31.58925917,ENSPEMG00000011170,11169,,0.5694843837696749,0.5694843837696749,0.8793593526333958,,0.2956221237273769,0.2956221237273769,0.08060164446633264
Coro6,0.564639061,0.713496973,0.530466687,1.005359711,0.999628941,0.460100268,ENSPEMG00000021812,21811,,0.7316464792065683,0.7316464792065683,0.8039423755681062,,0.1808748296585838,0.1808748296585838,0.13146241008450504
Pan3,4.990225946,5.54460553,8.231972229,8.423240586,15.31831244,5.870660692,ENSPEMG00000008992,8991,,0.34320632256505557,0.34320632256505557,0.5435290474056164,,0.47317657756088466,0.47317657756088466,-0.31470316798529047
Gpat3,2.027589664,2.676003202,2.636696141,2.279608048,3.371269362,2.976071476,ENSPEMG00000014850,14849,,0.10600691290021447,0.10600691290021447,0.4439994069399525,,0.7208553121487024,0.7208553121487024,-0.3905191262986079
Fgf1,0.015833506,0.030233937,0.011429571,0.077929423,0.013913402,0.022495879,ENSPEMG00000012967,12966,,0.8381190213624787,0.8381190213624787,0.7410610841388307,,0.10834458854348092,0.10834458854348092,0.17439390478716613
null700,537.4116944,505.2175636,516.1079156,507.736384,536.639024,563.5904967,ENSPEMG00000013621,13620,,0.29233338292691513,0.29233338292691513,0.03904846474919707,,0.5181481075584128,0.5181481075584128,-0.833996468461425
B3galt4,11.66337477,10.60041836,10.59852692,11.58239221,15.06563265,10.93513826,ENSPEMG00000004762,4761,,0.5110681716942752,0.5110681716942752,0.48674171707883634,,0.33893291754660854,0.33893291754660854,-0.3573881416869246
Zfp661,2.349599768,1.523336702,2.189128511,2.366641473,4.801552514,2.076706367,ENSPEMG00000010394,10393,,0.42720498741983487,0.42720498741983487,0.3751835312405937,,0.4038125090660569,0.4038125090660569,-0.44614542870241214
null701,0.6919529,0.492800921,0.789738871,0.644313473,1.8898568,0.836972591,ENSPEMG00000011497,11496,,0.30576867552918513,0.30576867552918513,0.3096229179613433,,0.5060075563818976,0.5060075563818976,-0.5025617889036915
null702,0.371062161,0.850247826,0.784432049,0.730518173,1.055826444,0.828451688,ENSPEMG00000012849,12848,,0.1389279788843939,0.1389279788843939,0.7851392570408186,,0.6778826749704111,0.6778826749704111,-0.14424082541819944
null703,1.153722685,0.964566861,1.72192401,1.810948411,2.178327049,1.146320183,ENSPEMG00000000439,439,,0.414646021323848,0.414646021323848,0.5014002611676956,,0.413865606804657,0.413865606804657,-0.34623525404876376
Ccdc88b,0.464025732,0.547422817,0.407923421,0.596965153,0.670170067,0.435710307,ENSPEMG00000003930,3929,,0.6784127560406038,0.6784127560406038,0.8340849445124852,,0.21783717428871768,0.21783717428871768,0.11106673674963907
Adarb1,5.665606093,2.407687258,6.163832643,9.502118845,3.331432705,6.553940251,ENSPEMG00000022360,22359,,0.6701198176525531,0.6701198176525531,0.459323728962375,,0.2236490126720843,0.2236490126720843,-0.3785300771647999
Hnrnpul1,59.05349091,67.5065492,65.94346803,72.63314504,74.41161984,61.93845666,ENSPEMG00000009618,9617,,0.4625156185497595,0.4625156185497595,0.8644900124927332,,0.37604897044793406,0.37604897044793406,0.09058778388274297
Sf3b3,39.58316338,35.62120772,40.20408045,41.17845618,51.2159153,37.95788158,ENSPEMG00000008603,8602,,0.44073317819995966,0.44073317819995966,0.40026612897138514,,0.3930915026502645,0.3930915026502645,-0.42550188185610094
Zfp14,1.064910538,1.138724767,1.291443008,2.138442865,1.048063014,1.225530196,ENSPEMG00000018916,18915,,0.7350817816092868,0.7350817816092868,0.9685574244237624,,0.1785082111051283,0.1785082111051283,0.020964788548597242
Agfg2,4.782012203,5.325321231,6.109937747,6.298268235,7.841128432,5.177159252,ENSPEMG00000010198,10197,,0.34560504478612203,0.34560504478612203,0.6658989221352114,,0.47111867383117595,0.47111867383117595,-0.226613181133612
Spin4,0.64564816,0.176122764,0.432776901,0.484229189,1.161719625,0.491422479,ENSPEMG00000002526,2525,,0.47969561447504566,0.47969561447504566,0.24017236470993175,,0.3627853751684058,0.3627853751684058,-0.5674617445875362
Ppp5c,24.94875024,22.03669888,26.57833969,25.87951979,27.82907185,24.89286028,ENSPEMG00000012984,12983,,0.37492534570359043,0.37492534570359043,0.16608787607318773,,0.4463603527155583,0.4463603527155583,-0.6456628270428977
Tmem170b,0.183370679,0.420173592,0.546017653,1.083017569,1.490485904,0.097698306,ENSPEMG00000016533,16532,,0.5280314401371392,0.5280314401371392,0.9005033892169344,,0.3262174951847453,0.3262174951847453,-0.06642878580721145
Zbtb5,2.038223081,2.254657684,2.51137609,2.600179754,4.909950275,2.309198845,ENSPEMG00000012944,12943,,0.34511091492798845,0.34511091492798845,0.5417280780331981,,0.4715421756826327,0.4715421756826327,-0.3160364168365936
Vgll3,4.426751189,3.836626521,5.074708742,6.028280113,13.69200271,4.163078358,ENSPEMG00000024260,24259,,0.41167727513820773,0.41167727513820773,0.523877782956875,,0.41625669935606685,0.41625669935606685,-0.32931990112625364
Sumf2,18.16481167,23.5833701,25.36484407,21.92238912,24.9979969,28.41890725,ENSPEMG00000012224,12223,,0.05600575514791254,0.05600575514791254,0.3687666421016384,,0.7999893425710811,0.7999893425710811,-0.45150251489345206
Tirap,3.207435809,2.011176298,1.853819505,4.18125533,2.742300218,2.193850351,ENSPEMG00000017279,17278,,0.950348797264562,0.950348797264562,0.8672342796480601,,-0.03311290419743888,-0.03311290419743888,-0.08874344357027142
Homez,2.277752524,2.330671958,2.108973096,2.929149172,2.686143045,2.017806986,ENSPEMG00000017807,17806,,0.8658652270552659,0.8658652270552659,0.8049875109296805,,0.08966346621978027,0.08966346621978027,0.13075346691629372
Mrps11,21.5788056,18.45602731,21.36787563,22.10703317,17.13363666,32.50245417,ENSPEMG00000012996,12995,,0.3049294580331779,0.3049294580331779,0.18099872246680757,,0.5067599727524917,0.5067599727524917,-0.6289231997295146
Map4k3,18.01939893,14.25695415,12.6425039,18.90160441,21.22396671,13.77820034,ENSPEMG00000016617,16616,,0.8598876312441207,0.8598876312441207,0.7345843029825102,,0.0936823095341014,0.0936823095341014,-0.17885080118249927
Tia1,3.774690864,4.683162552,4.510739869,4.543499067,5.276169078,4.480739309,ENSPEMG00000001090,1090,,0.21303216037711942,0.21303216037711942,0.8665178045250957,,0.5947836024734757,0.5947836024734757,-0.08922490596910283
Gpatch4,7.764069734,7.035999101,8.671004187,9.490663794,6.300591024,10.81626753,ENSPEMG00000008727,8726,,0.3740291686560483,0.3740291686560483,0.3133669596374543,,0.44710676658252746,0.44710676658252746,-0.49922976451652873
null704,4.045414534,4.712056403,5.913449562,8.030665,10.36826471,3.592269581,ENSPEMG00000010345,10344,,0.5060897469687531,0.5060897469687531,0.8126555659893775,,0.34268803540253184,0.34268803540253184,-0.1255560581226386
Slc1a2,0.111171697,0.116754745,0.010031297,0.127671918,0.089549244,0.11846263,ENSPEMG00000010827,10826,,0.8677224597440433,0.8677224597440433,0.9662865470090438,,0.08841541636509193,0.08841541636509193,0.02247942179411233
Gpr19,0.203161787,0.349142043,0.64894537,0.389969817,0.428459241,0.952536963,ENSPEMG00000020863,20862,,0.08759999802438045,0.08759999802438045,0.18092750554548948,,0.7474775648984292,0.7474775648984292,-0.6290017527743269
Metazoa_SRP,1.767846151,1.849289021,0.749036944,1.361894593,1.01312758,5.405647265,ENSPEMG00000004829,4828,,0.3020342322027407,0.3020342322027407,0.29639616230302673,,0.5093616969426353,0.5093616969426353,-0.5144551660287311
Zfp384,14.77461444,15.97093783,15.20195636,17.81769173,20.75515821,14.25682718,ENSPEMG00000016282,16281,,0.5434057000298066,0.5434057000298066,0.9153331794895444,,0.31479444177214283,0.31479444177214283,-0.056504682664779315
null705,0.314582031,0.480553244,0.817502804,0.557392057,1.050446059,0.703947616,ENSPEMG00000019533,19532,,0.1252329571830082,0.1252329571830082,0.333166385768961,,0.6951524955261964,0.6951524955261964,-0.48184691039256355
Cbr4,2.358292791,1.651150912,3.283116477,2.413530732,3.700547169,3.051446397,ENSPEMG00000022822,22821,,0.180050227035529,0.180050227035529,0.07433009998302624,,0.6299704568498888,0.6299704568498888,-0.7682639456931185
Inpp5b,8.833378253,11.33622663,11.98966074,11.8676094,17.2385972,10.92604293,ENSPEMG00000021223,21222,,0.27267921934199024,0.27267921934199024,0.6581765237748851,,0.5362957553185206,0.5362957553185206,-0.23204725054825417
Abca5,1.634399054,1.565388901,1.680756691,1.851441178,2.245484343,1.529648068,ENSPEMG00000007188,7187,,0.5126940441032978,0.5126940441032978,0.6371722885032878,,0.3377089001539194,0.3377089001539194,-0.24690225432482504
Tas1r3,0.175332367,0.176528577,0.253130765,0.277190528,0.364165674,0.175508028,ENSPEMG00000018504,18503,,0.41876312007835625,0.41876312007835625,0.6229298876263106,,0.4105590192715928,0.4105590192715928,-0.25704097968102335
null706,2.079077797,2.093262358,2.251203931,3.038835841,3.432454097,1.745489678,ENSPEMG00000022405,22404,,0.6215612960124695,0.6215612960124695,0.8791082089977975,,0.25801818379656466,0.25801818379656466,-0.08077017069925502
null707,0.741700772,0.270625021,0.455263867,0.730101247,0.705722961,0.488301377,ENSPEMG00000023735,23734,,0.8690526493206125,0.8690526493206125,0.34020474399229284,,0.08752170731579556,0.08752170731579556,-0.4757589812547771
Atg14,7.564283049,5.665200015,5.393003833,8.993110371,8.09745293,5.444954945,ENSPEMG00000011521,11520,,0.9845646451683899,0.9845646451683899,0.8575615482356369,,0.010290599800382882,0.010290599800382882,-0.09524699443496756
Ncaph,2.37031429,4.009693832,3.86705287,3.006597239,5.430839117,4.729454003,ENSPEMG00000020773,20772,,0.0991006908768267,0.0991006908768267,0.4576454431501889,,0.7305825745486103,0.7305825745486103,-0.3798368178477754
Cdc42ep5,28.36080157,29.69126079,40.45838798,31.08916961,30.68501373,66.89482402,ENSPEMG00000023669,23668,,0.14531640226189646,0.14531640226189646,0.15013062893357823,,0.6700787563925845,0.6700787563925845,-0.6642944346957599
Sdf4,141.4421071,118.3431726,118.0163813,149.7962428,117.4766555,138.8359019,ENSPEMG00000010425,10424,,0.9100968335807395,0.9100968335807395,0.5612401976849242,,0.06000747117910102,0.06000747117910102,-0.3016564390426171
Hmbox1,2.222763548,1.904665404,2.320114434,2.62438967,3.506043643,1.955192238,ENSPEMG00000022649,22648,,0.5089835440681082,0.5089835440681082,0.5471523304729142,,0.340503984272556,0.340503984272556,-0.3120246190580886
Gsg1,2.375761626,1.561088135,1.721271766,2.029085379,1.765298057,2.717715223,ENSPEMG00000018268,18267,,0.5391761432538967,0.5391761432538967,0.12544704814911609,,0.3179277432677763,0.3179277432677763,-0.6948764031469732
Spin1,26.94256981,25.08355196,25.41645684,26.2204723,28.77619052,25.98370146,ENSPEMG00000004175,4174,,0.5843287608883394,0.5843287608883394,0.3374579764315853,,0.2848155632233201,0.2848155632233201,-0.4781293657066872
Ssx2ip,2.745102719,2.130056154,3.310138012,3.132062782,4.320046176,2.72569286,ENSPEMG00000023032,23031,,0.36428860823148623,0.36428860823148623,0.2997405021805992,,0.45526030709113063,0.45526030709113063,-0.5114295288533655
Klf9,10.46030759,5.531600532,7.265324962,17.02789203,9.173013441,6.634932575,ENSPEMG00000015215,15214,,0.9699356512997624,0.9699356512997624,0.8560046150026573,,0.020045584075378237,0.020045584075378237,-0.09629455831895023
Zfp644,4.079830117,4.274378143,5.720724054,6.225431531,9.882752859,4.187093927,ENSPEMG00000014688,14687,,0.39530069747482455,0.39530069747482455,0.5974054745588613,,0.42955255519879193,0.42955255519879193,-0.2753555664565869
Mlf1,7.679689943,7.052469473,7.179610197,7.676487407,6.783171783,8.752803804,ENSPEMG00000014175,14174,,0.4495116584175962,0.4495116584175962,0.24282417806523593,,0.3861916096308771,0.3861916096308771,-0.5648598666481071
Tmem87b,6.03409495,4.691120347,5.522494606,6.448846672,8.004023501,5.021388567,ENSPEMG00000001091,1091,,0.6185811657361657,0.6185811657361657,0.4880893073555992,,0.26014789274677164,0.26014789274677164,-0.3563586310275946
null708,1.6383123,1.333200205,0.762631683,1.416756217,1.45309135,1.566286784,ENSPEMG00000008961,8960,,0.833183786185552,0.833183786185552,0.62150343903641,,0.11167505423794101,0.11167505423794101,-0.2580595065500464
Mapkap1,15.89512878,16.42578806,18.05466059,18.99469797,20.02878505,16.0466549,ENSPEMG00000023004,23003,,0.44556946422766586,0.44556946422766586,0.7609333359971262,,0.38928477009739815,0.38928477009739815,-0.16076272841122413
null709,3.052863531,3.150364932,2.531955869,2.813303385,3.824199881,3.25307838,ENSPEMG00000020107,20106,,0.42749511751736136,0.42749511751736136,0.563359184375865,,0.4035814297101209,0.4035814297101209,-0.30010316513850166
Etnk2,0.828338135,1.067650342,0.863281615,0.774614497,1.546759665,1.224694547,ENSPEMG00000001456,1456,,0.2062132912828433,0.2062132912828433,0.44350299753145,,0.6018644170870084,0.6018644170870084,-0.39090968821130156
Ate1,12.20738786,12.17914246,13.73753904,12.66534867,14.18048663,13.4303176,ENSPEMG00000022740,22739,,0.11790799337937309,0.11790799337937309,0.16314557524009496,,0.7047261605582937,0.7047261605582937,-0.6490393352052457
Adcy7,4.3049721,7.538128884,7.260825154,6.156202547,12.5286714,7.956240059,ENSPEMG00000018675,18674,,0.18257698338070982,0.18257698338070982,0.5614794707103037,,0.6271856413577969,0.6271856413577969,-0.3014809654800039
null710,3.290862293,2.388597788,3.015426736,4.621288919,3.33976061,2.594542042,ENSPEMG00000019892,19891,,0.900688180666155,0.900688180666155,0.8081467969100355,,0.0663050464893882,0.0663050464893882,-0.12861124865810653
Osbpl5,35.47610913,35.55896309,49.98847119,39.21313063,47.54646208,51.32591579,ENSPEMG00000017884,17883,,0.07518498016834198,0.07518498016834198,0.09473081914833888,,0.7668767239072458,0.7668767239072458,-0.7368934250777808
Dpt,0.911783115,0.514742748,0.686796052,0.949554014,0.476082874,1.210955105,ENSPEMG00000019351,19350,,0.5505896669725363,0.5505896669725363,0.23549269816571364,,0.30948811063516174,0.30948811063516174,-0.5720811826604496
Mfn1,16.18056773,13.64832739,15.21703286,18.54471624,14.87983724,15.18126046,ENSPEMG00000010348,10347,,0.901869766002184,0.901869766002184,0.6515739371177719,,0.06551388604410881,0.06551388604410881,-0.23670483440467652
Wipi1,22.44079023,23.16377485,20.25745963,25.69347532,25.59974948,20.73346901,ENSPEMG00000017308,17307,,0.8553121596840694,0.8553121596840694,0.7905722576005896,,0.09676053699418047,0.09676053699418047,0.14054386277373473
Hhipl1,0.109470484,0.265889854,0.113792168,0.275861672,0.492519295,0.135313823,ENSPEMG00000000908,908,,0.49493458187055545,0.49493458187055545,0.9890574188565882,,0.3511423391967158,0.3511423391967158,0.007295183511439873
null711,4.117654079,3.552055743,5.560078159,4.887751954,14.9202192,5.18781083,ENSPEMG00000011032,11031,,0.3265460979824249,0.3265460979824249,0.41004119663011446,,0.4876159781195325,0.4876159781195325,-0.4175768943372089
Cfap69,1.986227755,1.415145223,1.83478767,2.046813319,2.045345048,1.732876035,ENSPEMG00000007814,7813,,0.7286580817532462,0.7286580817532462,0.26692944820566905,,0.18293527433321977,0.18293527433321977,-0.5416985612497249
Slc45a4,2.054286388,1.632943211,1.898313788,2.41736949,4.039574276,1.647106683,ENSPEMG00000011925,11924,,0.5157889775688281,0.5157889775688281,0.5605376264642844,,0.33538206626026335,0.33538206626026335,-0.3021717957297273
Btbd9,2.58299388,2.81566572,3.462106595,3.023963888,5.718468888,3.273477631,ENSPEMG00000016191,16190,,0.25897766921605325,0.25897766921605325,0.41565122571588115,,0.5492452096329296,0.5492452096329296,-0.41305728812271536
Tmem120b,2.538877966,2.238442921,2.941392623,2.550595523,2.993018497,2.894649851,ENSPEMG00000007636,7635,,0.15735983977306922,0.15735983977306922,0.045519697548852815,,0.6557547412848771,0.6557547412848771,-0.8203346361557845
Gal3st3,0.62769375,0.312081939,0.102590234,0.979277057,0.291397763,0.429079719,ENSPEMG00000003436,3435,,0.9536815347916637,0.9536815347916637,0.9322487968034304,,-0.030888800659190033,-0.030888800659190033,-0.045198247019108614
null712,2.260672828,0.518008129,2.692616467,2.002786167,0.2979787,10.2379683,ENSPEMG00000024044,24043,,0.24710088497702737,0.24710088497702737,0.1434057710459699,,0.5606871715590587,0.5606871715590587,-0.6723970366589567
Rnft1,25.94702021,22.72408901,23.46078156,24.05694088,25.10395604,25.81945568,ENSPEMG00000023522,23521,,0.5788069723474414,0.5788069723474414,0.0681035249891329,,0.28882674646644785,0.28882674646644785,-0.7785951358311478
Tmem255b,7.100196999,5.643514641,4.59246555,7.108064525,8.881083446,5.434823687,ENSPEMG00000011727,11726,,0.7984430317581827,0.7984430317581827,0.7020184737970652,,0.13519499610078972,0.13519499610078972,-0.20137645548318103
Cmah,0.134258299,0.134591632,0.181716872,0.429515519,0.117977011,0.160946227,ENSPEMG00000016934,16933,,0.7764605687152778,0.7764605687152778,0.9803780982156017,,0.15015477352185203,0.15015477352185203,0.013082014137614145
Scx,0.860158442,0.720157643,0.608973126,1.221211077,0.552350761,0.898943558,ENSPEMG00000003133,3132,,0.9001122529646655,0.9001122529646655,0.8959122900069292,,0.06669070365858674,0.06669070365858674,-0.06950372544953123
null713,0.382191097,0.291916183,0.321869774,0.29261087,0.261211531,0.99551515,ENSPEMG00000000586,586,,0.25133127611631173,0.25133127611631173,0.16758367878155545,,0.5565874960836967,0.5565874960836967,-0.6439559345231645
Ptrh1,19.57179306,20.20066206,23.79794339,20.71607502,20.56465568,31.2699607,ENSPEMG00000014360,14359,,0.13874148438254216,0.13874148438254216,0.15353801339141984,,0.6781127791311414,0.6781127791311414,-0.6602481072027271
Rasgrp2,0.028706957,0.016444703,0.015541798,0.028258006,0.012612855,0.038237043,ENSPEMG00000017801,17800,,0.6164621293239767,0.6164621293239767,0.32149796772631073,,0.2616637727393787,0.2616637727393787,-0.4920437835459075
Zfat,3.996511329,3.486030238,3.832823281,4.886105954,6.551538679,3.249429148,ENSPEMG00000016138,16137,,0.5845712264090377,0.5845712264090377,0.6692044463060838,,0.28463965902175603,0.28463965902175603,-0.2242914885668193
Slc45a1,0.036001347,0.010311637,0.019490943,0.062017058,0.047453282,0.009590603,ENSPEMG00000001498,1498,,0.9177996526372107,0.9177996526372107,0.8065990612111441,,0.05485525320078749,0.05485525320078749,-0.1296605711427341
null714,0.266191779,0.063536351,0.12009571,0.283864514,0.038985188,0.378199118,ENSPEMG00000015728,15727,,0.627388646744017,0.627388646744017,0.2839626246676475,,0.2538609579785377,0.2538609579785377,-0.5258186053005784
Lats1,2.211363618,2.453329492,3.822261736,3.842389857,9.275039438,2.73565145,ENSPEMG00000021147,21146,,0.35104387722574565,0.35104387722574565,0.5223758625945174,,0.4664714657499583,0.4664714657499583,-0.33044344801475617
null715,0.111395473,0.127625191,1.206178655,0.328960047,2.349281346,1.068309736,ENSPEMG00000009232,9231,,0.16085468441319503,0.16085468441319503,0.22686056543923291,,0.6516861066265341,0.6516861066265341,-0.5806990756544897
Scyl2,19.46307994,14.9165198,15.98546488,23.65439632,22.75428349,14.32994119,ENSPEMG00000015522,15521,,0.8910698968592283,0.8910698968592283,0.8004656535055736,,0.07274840495947288,0.07274840495947288,-0.13382173567172562
Gramd1b,0.05541093,0.045345717,0.042855987,0.031168202,0.076514956,0.084349893,ENSPEMG00000006423,6422,,0.22070587238047593,0.22070587238047593,0.12169609138729043,,0.586923850845274,0.586923850845274,-0.699743761497224
Ppp1r3d,1.125492115,1.352371223,2.318447685,1.43215106,4.124876577,2.223101689,ENSPEMG00000013652,13651,,0.18520137096188427,0.18520137096188427,0.30368786196999187,,0.6243100992429902,0.6243100992429902,-0.5078745678133472
Nip7,14.14052913,19.80980086,15.35669753,14.96678333,26.22936249,20.46847725,ENSPEMG00000011304,11303,,0.22316873389176406,0.22316873389176406,0.6010778828185497,,0.5844246958240539,0.5844246958240539,-0.2727085163203803
null716,58.7451982,40.67274597,35.75073768,69.42502963,76.80471943,35.8576402,ENSPEMG00000016251,16250,,0.8769160406966284,0.8769160406966284,0.800784774240874,,0.08224139009198722,0.08224139009198722,-0.1336051155012914
Lpar2,2.002826944,1.07183282,1.783421296,2.049327102,1.806261743,1.769120923,ENSPEMG00000012110,12109,,0.7072446696580765,0.7072446696580765,0.16424338598573685,,0.1977478099569175,0.1977478099569175,-0.6477765410603677
Tm6sf2,1.21039878,1.492069927,1.459916968,1.327206248,1.427129881,1.926506727,ENSPEMG00000016397,16396,,0.11274975757962528,0.11274975757962528,0.3350951637992749,,0.7116247306557104,0.7116247306557104,-0.4801739934168654
5330417C22Rik,0.015575051,0.008922126,0.025296756,0.015331471,0.075274592,0.024894756,ENSPEMG00000000166,166,,0.28978417531104594,0.28978417531104594,0.3194125554134682,,0.5204751469654678,0.5204751469654678,-0.4938803710143133
Cep290,1.745095734,2.248375709,2.269503266,3.004628749,1.983689068,2.21358496,ENSPEMG00000008348,8347,,0.5796614245886745,0.5796614245886745,0.8327117947941957,,0.2882053888671276,0.2882053888671276,0.11199370045346901
Gpd1,4.543079951,4.435861081,2.772332631,5.094426288,5.089645664,3.792969706,ENSPEMG00000017486,17485,,0.9517751647265301,0.9517751647265301,0.8755637051897956,,0.03216097852162739,0.03216097852162739,0.08314915491597515
Stambp,12.1790774,13.36460973,14.28503894,17.45586259,15.59526418,12.11059731,ENSPEMG00000009819,9818,,0.6408378218793688,0.6408378218793688,0.9053927341407374,,0.24430169749413494,0.24430169749413494,0.06315547818995904
Pigh,7.899943976,7.178318348,7.929346389,7.981453141,7.6741422,7.991164698,ENSPEMG00000010060,10059,,0.5109294624880163,0.5109294624880163,0.08672454900863728,,0.33903739607660643,0.33903739607660643,-0.7488031415816587
Rab15,2.132740456,2.017777717,1.552950159,2.801620095,2.468335323,1.63913073,ENSPEMG00000017973,17972,,0.9778592880295842,0.9778592880295842,0.8327477174654756,,0.014761546843362894,0.014761546843362894,0.11196944788178032
null717,11.48251614,9.581042523,11.93785568,12.56138791,13.58394864,10.54833601,ENSPEMG00000011689,11688,,0.5656843286257407,0.5656843286257407,0.39086631013260453,,0.2984006010719308,0.2984006010719308,-0.43318467895416984
