atf4,120.4407851,93.88109067,104.4019996,622.5634676,565.7069481,647.5238973,
trib3,8.132534372,8.944704667,8.291022066,205.0354602,191.5652193,219.5402592,
chac1,4.012047779,4.326194321,3.577579626,110.6624766,101.1297729,102.2490118,
Gene.name,C1,C2,C3,T1,T2,T3,Gene.stable.ID,DBID,P Values,atf4,trib3,chac1,R Values,atf4,trib3,chac1
Exoc6,1.008300093,0.790764622,0.799336666,1.110689674,1.038969981,1.093613272,ENSPEMG00000017626,17625,,0.033188650599220264,0.0416366146800229,0.04155884213604931,,0.8473165664368209,0.828414259019489,0.8285795955838878
Pced1a,20.92715286,20.74456117,18.62036598,25.55151731,23.10661888,22.6874301,ENSPEMG00000014207,14206,,0.033212222267776786,0.037086297035840196,0.024354020916359315,,0.8472608615680034,0.8383449997063858,0.8697191334671728
Tsen54,17.61814494,14.56794866,13.14587638,25.62277827,19.48900775,20.58450467,ENSPEMG00000014857,14856,,0.033214892932909044,0.040975126589042954,0.03046843193354095,,0.8472545513933074,0.8298251611833418,0.8538756726571312
Ppp6c,14.26774883,15.17532788,13.29564055,16.04488928,15.96723908,17.78468777,ENSPEMG00000013119,13118,,0.033220931017936745,0.03043834902837288,0.04739293956014487,,0.847240285652187,0.8539497229479203,0.8165520205048671
Polr3f,15.54696446,15.58415039,17.36850792,20.23019794,20.45338043,18.20745528,ENSPEMG00000006966,6965,,0.03326690723952624,0.03212203486833266,0.019265850565025736,,0.8471317010535869,0.8498570358909198,0.8844207733631646
Snrnp48,20.68429058,19.92060879,18.38062289,25.46066772,21.05580895,26.20222833,ENSPEMG00000008872,8871,,0.03327883914392346,0.038719250814464506,0.05033909055582458,,0.8471035323726048,0.8347187916654751,0.8107406730486911
null146,6.042822901,4.830526074,4.580174288,6.624263954,7.265072107,6.614739736,ENSPEMG00000021155,21154,,0.0332836686341956,0.036061230226891915,0.03165178801108651,,0.8470921323294434,0.8406596880751394,0.8509896969034654
Zfp36,18.5185701,19.88205598,16.8268154,28.0014493,22.03058137,23.38629362,ENSPEMG00000007506,7505,,0.033431885286217475,0.036862792054354734,0.027155931493570963,,0.8467426442055178,0.8388471058137632,0.8622493628358688
Glmn,6.207742303,5.807867576,5.268028813,8.077064658,6.502514233,9.224185323,ENSPEMG00000023068,23067,,0.033450132536343574,0.03761002613539906,0.056547769110185046,,0.8466996685384516,0.8371739707778757,0.7989878881774738
null147,87.04058112,66.42561139,80.62909178,124.2663592,133.5930989,101.3347042,ENSPEMG00000018699,18698,,0.03345205208831899,0.03530960208890476,0.021040288948784153,,0.8466951482788175,0.8423766340439076,0.8791039319432112
Ccdc28b,6.540313235,7.020071214,6.981174119,10.59454603,7.570673524,9.972564963,ENSPEMG00000021395,21394,,0.03345513246771136,0.037544122304525876,0.041469028983291904,,0.8466878946985474,0.8373209053252637,0.8287707092612346
Ift46,43.3318036,47.3043483,43.43857373,49.01076681,49.32562904,53.66370004,ENSPEMG00000012188,12187,,0.03347176876263016,0.028316871142923708,0.04541151634098312,,0.8466487255137292,0.8592622396080621,0.8205552767466588
Brd1,8.405149046,8.587280608,9.411270089,12.44024056,16.05719971,12.5025078,ENSPEMG00000022320,22319,,0.033498666243089524,0.028691138505764057,0.022825310545376915,,0.846585416365702,0.8583116646247659,0.8739675391913064
Sf1,55.78851745,65.24382388,69.34645162,79.57737035,86.80361138,78.41665211,ENSPEMG00000010463,10462,,0.03351719504815808,0.027119831571301555,0.022653417958063287,,0.8465418186707518,0.8623432098758431,0.8744536143376335
5730409E04Rik,20.40051144,18.80913274,21.51929343,22.21334521,24.1657982,24.8516782,ENSPEMG00000008419,8418,,0.03377717370618874,0.03278570053958119,0.046137894541830954,,0.8459312900354885,0.8482717242618687,0.8190784486220817
Dffb,2.666671213,3.902428588,4.658733182,5.415372897,7.285854319,7.665044492,ENSPEMG00000020570,20569,,0.0338380246079471,0.02702963625189477,0.03872597464666453,,0.8457887090383984,0.8625779452081188,0.8347040102865879
Mtf1,4.079179411,4.645757946,4.665916924,5.37966237,5.222526425,5.049656178,ENSPEMG00000021132,21131,,0.033924376745598506,0.029211883338576997,0.021583594876458737,,0.8455865826867484,0.8569987777949578,0.8775192695085173
Rab20,4.251634147,5.40593733,2.328892886,8.501583506,9.376741163,6.893417271,ENSPEMG00000002154,2153,,0.034005677418807896,0.031011883799807714,0.020650310622183893,,0.8453965017469888,0.852543844176712,0.8802534698343427
5730480H06Rik,3.941809365,3.473930534,4.018002395,4.363406806,4.986338623,5.585045703,ENSPEMG00000015581,15580,,0.034095657478299825,0.032950277533929546,0.05407008172590991,,0.8451863777221735,0.8478809440622319,0.8036028110250326
null148,2.92402763,2.771696532,3.217672128,3.918986232,5.272782946,4.404736797,ENSPEMG00000012838,12837,,0.03417345066387038,0.029505290950363482,0.02904108494217941,,0.8450049231969022,0.856263925052105,0.8574281594510748
Hbs1l,33.89224919,32.00990896,35.13218462,36.3321187,39.18283412,41.64450532,ENSPEMG00000014369,14368,,0.03417359276646246,0.03263677406417967,0.052286796158670615,,0.8450045919171576,0.848626140990238,0.8069850430290376
null149,14.91809901,13.28332024,14.40745784,16.49712628,16.34471686,15.47227873,ENSPEMG00000015742,15741,,0.034173647757538464,0.040232730437047046,0.027825227819225088,,0.845004463718195,0.831421378535006,0.8605200232932393
Pcif1,8.242616252,7.24564948,7.131706903,8.717988592,8.782686678,8.531072424,ENSPEMG00000022425,22424,,0.03429494768222686,0.040013694859384046,0.03444918445719696,,0.8447219170043752,0.8318949515490428,0.8443633282537445
null150,1.347081334,1.47525511,1.480055818,1.930520686,2.141145917,1.730955466,ENSPEMG00000019051,19050,,0.03435834241129123,0.02982417993342788,0.018117849479205157,,0.8445744373899909,0.8554691635902231,0.8879864014802344
Rrp15,19.13336595,16.82601405,22.02525301,25.40041503,24.96635823,23.48882443,ENSPEMG00000009408,9407,,0.03440262477851933,0.03689046312307342,0.029218111638719912,,0.8444714961822131,0.838784865118488,0.8569831425390562
Nae1,17.53841475,14.88834381,14.811465,21.36375964,17.32190588,22.48882529,ENSPEMG00000004946,4945,,0.034463059369747195,0.04215356598649346,0.05541459229436116,,0.8443311072234887,0.8273189192731238,0.8010867138587547
Zfp263,3.657999653,3.573877983,3.875795382,7.444581962,7.720475868,5.165316564,ENSPEMG00000009873,9872,,0.03460638912424468,0.03394046948365239,0.01734661100094818,,0.8439986161590831,0.8455489408573422,0.8904430047798334
Tmem230,20.40801527,18.08157953,20.61491096,23.03521752,22.24484158,26.80656307,ENSPEMG00000023046,23045,,0.034663211419101246,0.03800365493149548,0.06191417597828916,,0.8438669813399898,0.8362988670382356,0.7893010601110161
Capn10,3.445577206,4.04879917,3.683004133,5.163632917,5.890502311,4.707111864,ENSPEMG00000010924,10923,,0.03480825850734335,0.029122561782228478,0.018940067229459234,,0.8435314241808759,0.8572231806157868,0.8854220405491753
Phf1,21.35735289,19.32255943,17.49521553,27.24057171,23.40839049,23.17866354,ENSPEMG00000008040,8039,,0.034875771770705465,0.04159138337532015,0.028765801793770415,,0.8433754609765046,0.8285103986237997,0.8581227368389173
Mmab,5.694127355,5.822834235,7.18464008,7.658726965,8.890711419,8.374240197,ENSPEMG00000012826,12825,,0.03499450651430974,0.030334160329291173,0.03326021479316863,,0.8431015145783746,0.8542064554394514,0.8471475025760837
Smc6,14.36615152,15.64613097,16.61713342,17.84846736,17.10835615,18.42506447,ENSPEMG00000023903,23902,,0.035002489224793244,0.031713071390191194,0.04049241732970601,,0.8430831124603141,0.8508416385853975,0.8308614742346345
Atp2a3,0.22240233,0.487924751,0.389402885,1.178464095,2.902372465,2.682503167,ENSPEMG00000019204,19203,,0.03507611431103357,0.02861966460510666,0.03902064914543492,,0.8429134814441225,0.8584927402610106,0.834057387619456
Pdia6,200.843835,242.9449592,220.6663113,257.1345741,294.5024456,314.0408228,ENSPEMG00000002821,2820,,0.035077906569270983,0.02733883135171267,0.04191639194345761,,0.8429093541991669,0.8617747946995076,0.82782067069347
Trim66,0.034708535,0.10509422,0.110061695,0.190351895,0.304994863,0.227192416,ENSPEMG00000011933,11932,,0.035087561090678836,0.027468487090973485,0.02651589725744072,,0.8428871232972786,0.8614392900844428,0.8639221119576499
Cacnb1,2.647878836,3.261703292,2.703821563,3.53268499,4.261337037,3.959145263,ENSPEMG00000016761,16760,,0.035133088204077755,0.027082868574595187,0.029852632299869387,,0.8427823294277654,0.8624393620366596,0.8553984480404948
Ahrr,3.060574541,1.829469765,2.04806749,11.52689021,9.914117377,5.357841946,ENSPEMG00000014987,14986,,0.035249493535541465,0.03769908223844948,0.018984436208557366,,0.8425146788120171,0.8369756093133248,0.8852851936364061
Afg1l,4.404085183,4.036589281,4.849012789,6.699039214,5.613549681,5.374624616,ENSPEMG00000016981,16980,,0.03527100641391138,0.04042700065277977,0.02581897088958504,,0.8424652598163875,0.8310023587937216,0.86576550402822
Pitpnc1,6.785658207,5.765736278,4.779186229,16.46536248,14.00979642,9.340543534,ENSPEMG00000010136,10135,,0.03527335769912323,0.03791674348083701,0.019337462273256,,0.8424598593459015,0.8364917188747037,0.8842017708539863
Rp9,16.79158217,17.68001592,18.40582235,24.09505819,19.06758061,25.67367436,ENSPEMG00000012547,12546,,0.03531241977341567,0.03802552032741859,0.05347420857816221,,0.8423701656874851,0.8362503814735022,0.8047271469254111
Slc46a1,14.79225459,14.16580628,14.37545651,16.91584536,18.28520964,22.60240522,ENSPEMG00000013618,13617,,0.03538891091716198,0.03382837421655714,0.060810498311841626,,0.8421946630801413,0.845811313006275,0.7912607720178986
Osgin1,10.0261012,6.125426416,4.623684842,22.37579228,15.36910941,13.07717352,ENSPEMG00000020010,20009,,0.035480933480200184,0.042022321852712,0.025798002821278185,,0.8419837611219969,0.8275964081964813,0.8658213291639195
Tfb2m,17.93141558,14.70300583,15.05370733,19.71315024,21.7043596,27.52153208,ENSPEMG00000018713,18712,,0.03568335571415438,0.03642955917205059,0.06167687406317117,,0.8415207427400624,0.8398244557362731,0.7897210572487559
Abcc6,0.102256598,0.164016765,0.055361193,0.322103673,0.220147456,0.217925711,ENSPEMG00000016077,16076,,0.035690757641292176,0.036411481643937024,0.025456139903065732,,0.8415038350868309,0.839865355972374,0.8667345619468596
Polr1a,7.810445799,7.347002891,7.924864925,10.83316654,10.93604159,8.883248968,ENSPEMG00000022224,22223,,0.03571302319248543,0.03640964124176767,0.019029064046429435,,0.8414529855335886,0.8398695203997475,0.8851477028134624
Izumo1,0.040242344,0.023052718,0.108934983,0.297097424,0.707244384,0.964834709,ENSPEMG00000012431,12430,,0.03579411796414806,0.03146042258841429,0.05266041360277721,,0.8412679090183977,0.8514529017962662,0.806272067332332
null151,15.29937249,12.91566935,12.72173858,18.33873936,15.26123927,20.45643572,ENSPEMG00000008854,8853,,0.035810141736050675,0.042452944309776586,0.06069223014014672,,0.8412313624932093,0.8266874507220305,0.7914717356935357
Azin2,12.94813096,14.69724624,9.065467352,22.7375816,23.57233582,17.59794968,ENSPEMG00000017117,17116,,0.03581396915802627,0.03392378209728183,0.02026624467535365,,0.8412226341644237,0.8455879737640642,0.8813957691209952
Sdf2l1,32.70508405,43.07975591,42.11916757,63.52212531,61.04507381,99.80068123,ENSPEMG00000017559,17558,,0.03582607637256315,0.033212614267559865,0.05915500857177632,,0.8411950268867916,0.8472599353466388,0.7942311680427913
Chic2,10.37526044,8.004301331,8.455582121,12.46106963,11.46916526,16.73400826,ENSPEMG00000016307,16306,,0.035909149724375825,0.03958120381914283,0.06518062079321524,,0.8410057183780921,0.8328336099688547,0.7835929628450746
null152,5.219999912,5.066981808,5.722437453,6.114926803,7.430416995,6.99491586,ENSPEMG00000004526,4525,,0.03595987821941382,0.03105818158158957,0.03707546899759006,,0.8408902189093321,0.8524308946376788,0.8383692922015367
null153,0.058599397,0.201411039,0.063450821,0.374939215,0.360451998,0.249770002,ENSPEMG00000002513,2512,,0.03597389679658945,0.03160194602159392,0.019676809973569975,,0.8408583146891886,0.8511102130769674,0.883169219743412
Cpsf7,9.629043828,8.89374968,9.748154911,14.89820159,16.35060967,11.95191266,ENSPEMG00000012648,12647,,0.03599680723014261,0.03502718951184878,0.019527625989723272,,0.8408061864855544,0.8430261847033541,0.8836220909179079
Cd3eap,34.85504204,31.21764671,33.73982466,45.4353866,37.36504804,53.69011656,ENSPEMG00000018578,18577,,0.0361173766182461,0.040497295687712404,0.06364289839099242,,0.840532110996711,0.8308509722314575,0.7862634045683876
null154,1.849843286,1.608980063,2.068394968,3.262779559,3.503152341,2.478030835,ENSPEMG00000004236,4235,,0.036245631301604124,0.036034271373381735,0.020354546460404965,,0.840241036933628,0.8407209777473572,0.8811322294049755
Zbtb2,3.83326426,2.935379398,3.679930147,6.288859162,4.983163934,4.57594196,ENSPEMG00000004153,4152,,0.036259107645142175,0.04344327384140385,0.027015282569534026,,0.8402104804802564,0.824613252398456,0.8626153352459893
null155,18.47070579,19.44178864,17.25409006,26.31247215,25.62340713,21.34170774,ENSPEMG00000005477,5476,,0.03628240151635579,0.035643771492188815,0.018411008917230062,,0.8401576762034727,0.8416111899335695,0.8870658076447204
Csnk1g3,14.19204835,16.14185763,15.53413671,17.70108443,20.4961474,18.79613311,ENSPEMG00000019782,19781,,0.03632967085064091,0.02803998941215603,0.02811533970700875,,0.8400505714942109,0.8599693082513777,0.8597765609080888
null156,7.211636387,6.328315446,9.648948687,10.54654429,10.45418499,12.72608012,ENSPEMG00000020221,20220,,0.036442378968540516,0.03689012629820848,0.05285683832794865,,0.8397954568454196,0.8387856226088034,0.8058981672560381
Larp6,10.86305144,10.40982483,9.700830152,13.72306631,15.94978833,12.73640828,ENSPEMG00000012909,12908,,0.03645047295860424,0.03380848316276158,0.022716136191059732,,0.8397771503847836,0.8458579131085934,0.8742760575738852
Mtmr3,14.60922495,14.16983462,14.49096536,20.40403797,25.52175236,19.34451402,ENSPEMG00000017046,17045,,0.036497429822471956,0.03260367761169765,0.023316745712861523,,0.8396709840502802,0.8487050077685754,0.872587411292884
Gm43786,0.547391403,0.156785843,0.370443593,1.145015237,0.541136393,1.166581552,ENSPEMG00000021721,21720,,0.03651568142915804,0.04564446300465452,0.055410467990722884,,0.839629735701949,0.8200804740764769,0.8010943886825009
Rpusd3,5.225040197,5.663096318,5.9763586,8.270370536,6.671552896,10.3381697,ENSPEMG00000017245,17244,,0.036580769059492535,0.037370284695131165,0.061006389153795415,,0.8394827174448927,0.837709063104046,0.7909117607960705
Zfp40,2.851256298,3.936952422,4.09214312,5.315453283,4.443697524,5.732545682,ENSPEMG00000022423,22422,,0.03665379758659425,0.03377239466959873,0.0449895271834878,,0.8393179086683683,0.8459424930162717,0.8214182915150705
null157,5.520135452,5.303720586,6.148766574,6.552846704,6.843834093,6.441256949,ENSPEMG00000001449,1449,,0.036716802756993974,0.03558516057480484,0.030292832896398288,,0.8391758441948056,0.8417451985679779,0.8543084062593077
Crebbp,5.444370173,5.872290432,6.028643292,10.78951191,14.24405043,9.330360262,ENSPEMG00000016948,16947,,0.036808865186419494,0.03241938666123667,0.02159098040321604,,0.838968466895519,0.8491448538179113,0.8774978602036235
Dnaja3,49.0143039,44.37491573,50.68435947,59.68733483,65.5322447,85.64924983,ENSPEMG00000023880,23879,,0.036891429893601724,0.0358093412994993,0.06325468290835072,,0.8387826909522851,0.8412331879218187,0.7869422407000697
null158,8.739006181,7.781784409,7.588742027,11.81756565,9.161866674,10.14192733,ENSPEMG00000011298,11297,,0.036972803194336504,0.045783896993138264,0.037523517426485554,,0.8385997866525887,0.8197968127458111,0.8373668693396388
null159,1.46537138,1.14036322,1.586688971,2.63996354,4.033073821,2.739945474,ENSPEMG00000011159,11158,,0.037060134233291506,0.03333001195069189,0.02755716597519486,,0.8384037011483649,0.846982778234556,0.8612102518857081
Trappc5,38.27457506,30.94728566,34.95505741,47.99057138,38.04397445,48.60736625,ENSPEMG00000021436,21435,,0.03713598490002673,0.046547309046666076,0.05664921288299821,,0.8382335686067159,0.8182508173272832,0.7988009472740257
Tmem168,13.02091844,12.06323397,12.15070197,16.27212354,19.52923031,15.57138218,ENSPEMG00000000238,238,,0.03721059335906699,0.034418822736858784,0.024796159143832677,,0.838066381377221,0.8444338571056768,0.8685142464182902
null160,8.268418794,9.065505519,7.92576103,12.60659792,15.71555545,11.63653508,ENSPEMG00000021601,21600,,0.03724766050493932,0.03222160000285874,0.022295885921792446,,0.837983377535914,0.8496182241540766,0.8754703059600257
Zxdc,8.107728972,7.955414662,7.051421192,12.54428585,14.62818673,10.36093085,ENSPEMG00000023131,23130,,0.03730216819246798,0.03486463247719943,0.020856660827043124,,0.8378613897658627,0.8434011842014186,0.8796439317554668
Nt5m,1.526316188,1.598267075,1.048474015,2.374833988,1.889248584,1.958694577,ENSPEMG00000018986,18985,,0.03730223043269388,0.04047281770360937,0.031208396616623165,,0.8378612505205673,0.8309036737706973,0.8520649718307575
Naa35,21.93466819,21.57126967,22.22672586,22.71513808,23.41467166,24.64427949,ENSPEMG00000020283,20282,,0.03736156743667266,0.03548315269357082,0.06101873997669715,,0.8377285499436646,0.841978678194699,0.7908897730520128
Tfb1m,7.008898958,6.343270409,8.37502339,8.695550011,9.457072198,10.36318087,ENSPEMG00000010410,10409,,0.03744526478334036,0.036323983848184645,0.05192229955246413,,0.837541538203121,0.8400634538614078,0.8076828876110713
Nabp1,1.508523737,1.728307496,0.983381836,2.636511562,2.001907635,2.165145767,ENSPEMG00000000068,68,,0.03748184094914999,0.03967762588309999,0.03210100773929233,,0.8374598747147891,0.8326239257641362,0.8499075151134325
Lin37,31.89653767,27.02450507,24.56355972,51.40034025,32.18491666,48.31326258,ENSPEMG00000008444,8443,,0.037658204419834126,0.04559867396537538,0.05077467353849284,,0.8370666322782403,0.8201737141931,0.8098950079563313
Sirt3,2.093616803,2.848391484,1.95209292,3.291674616,3.066212097,3.222442483,ENSPEMG00000010571,10570,,0.03765863251114298,0.03295925137349143,0.032401289342012946,,0.8370656788038104,0.8478596625955073,0.8491881100926364
Akr7a5,25.06765104,26.74719427,27.78272708,30.29201859,28.12430296,30.11131879,ENSPEMG00000018494,18493,,0.03776929589938208,0.03661943853615296,0.04142533033711853,,0.8368193719871261,0.8393954300034198,0.8288637656911813
Clpx,16.41533033,12.94132826,14.12519553,17.1030469,17.72619025,17.8097692,ENSPEMG00000021528,21527,,0.03781327742735827,0.044349709962269356,0.04749802365183289,,0.8367215750068375,0.8227340136292647,0.816341903393383
Fbxl15,7.491533705,6.039344776,7.296362128,9.086965614,8.043411533,10.88821764,ENSPEMG00000012550,12549,,0.037825113419320544,0.04314107279069214,0.0668490924490657,,0.8366952657006526,0.8252438372740912,0.7807278303302545
Dbr1,10.61626746,8.855636162,9.73454588,13.871793,11.25467225,11.87750804,ENSPEMG00000020602,20601,,0.03788018668991231,0.04793029889529051,0.03735558346386832,,0.8365728983620734,0.8154798255165088,0.8377419279437499
Sra1,3.974484532,5.33078856,4.889701302,6.684683219,7.52695082,6.213975176,ENSPEMG00000013849,13848,,0.03790160984662286,0.030498285620331335,0.02216950952441579,,0.8365253207797775,0.8538022207548365,0.8758315329058629
Tob2,12.7373681,13.1239156,13.12101792,19.90410414,18.29580529,15.16950871,ENSPEMG00000022728,22727,,0.03798633666060297,0.0389772423860359,0.01967620541129961,,0.8363372788358294,0.8341524937414171,0.8831710516627644
SNORD14,3.627236852,5.343050141,4.488610903,11.47663983,6.147066218,9.110641458,ENSPEMG00000005313,5312,,0.03802498089894725,0.04118535371931155,0.03832988011766717,,0.8362515774753609,0.829375616688858,0.8355768292739753
null161,10.34718473,10.07766428,12.07365276,12.84609164,16.59096305,16.93706308,ENSPEMG00000020884,20883,,0.03805047983302693,0.03301047060172105,0.047455820500562594,,0.8361950508327065,0.847738248412188,0.8164262632065951
Trim11,8.104937293,7.20502216,7.230124111,9.997188629,8.090728875,9.358594225,ENSPEMG00000013300,13299,,0.03810939464562296,0.04788617826506029,0.04779915542903916,,0.836064514971321,0.8155676484673596,0.8157409793034113
Smyd4,2.001749505,1.649763778,2.006661095,3.19720424,2.695242793,2.346332473,ENSPEMG00000021819,21818,,0.03820303393473358,0.04408030190059562,0.025641924260183215,,0.8358572356448593,0.823290669470419,0.8662375503225875
Zc3h8,7.17549002,8.945475825,8.24362038,11.30123502,12.65340775,10.2379683,ENSPEMG00000011068,11067,,0.038477342661330835,0.03182053157242156,0.021261792952162968,,0.8352513946080367,0.8505823445306705,0.8784555374906867
Rtca,11.54242965,9.932966476,10.40798235,13.10842738,11.58757531,12.36174076,ENSPEMG00000018582,18581,,0.03853952525095996,0.04975052264642019,0.04594361861633694,,0.8351143393043609,0.8118887566454991,0.8194723722653279
Tnip1,36.7915298,37.41174509,31.98927233,46.05574595,55.84302021,45.64066261,ENSPEMG00000020685,20684,,0.03855024896459865,0.03400178512509469,0.026652637570209282,,0.8350907138801799,0.8454055970472484,0.8635631409479451
Chkb,9.44273164,7.368746459,6.892242648,12.04107478,9.601122629,10.64001622,ENSPEMG00000022436,22435,,0.03855679996558162,0.04837351380902479,0.04268519806172147,,0.8350762828790027,0.81459967156625,0.8261989966264096
Gfod2,11.20131218,9.799961446,9.947955494,13.50979835,11.55303482,12.00826273,ENSPEMG00000019083,19082,,0.0385656114590133,0.04866971634051388,0.038150468428900144,,0.83505687411994,0.8140135463391955,0.8359735649419054
Spcs2,128.1330581,113.6626143,110.9540341,132.6396367,137.682789,157.6793281,ENSPEMG00000021621,21620,,0.038580102046293765,0.04079886456620599,0.06445554209441319,,0.8350249607443813,0.8302029073102642,0.7848485178793903
Nprl3,4.705240092,3.991358814,5.290296245,6.869067617,5.263970109,6.960498028,ENSPEMG00000018260,18259,,0.03861832493389053,0.04544254542469866,0.055431708084190824,,0.8349408074300841,0.8204919664896215,0.8010548662854869
Fbxo9,12.08859553,11.73473843,13.93512406,16.23300073,16.92445612,14.65944653,ENSPEMG00000001194,1194,,0.03872973699676936,0.03748337473308269,0.025007146052796622,,0.8346957398252836,0.8374564510573697,0.8679428822345672
Tasp1,2.014598077,2.278138625,2.729093255,3.837411014,2.858521842,3.299072994,ENSPEMG00000017178,17177,,0.038736091532015356,0.04125615897446659,0.03676029742250106,,0.8346817720338908,0.8292244500846375,0.8390778389165426
Parp16,9.619648303,9.086394894,9.477844773,12.22815634,11.91823396,10.32590177,ENSPEMG00000022071,22070,,0.038765846824251396,0.041187342115152466,0.02148839941906046,,0.8346163817337332,0.8293713698800884,0.8777955377294001
4921507P07Rik,0.074866438,0.12866111,0.192528435,0.221086785,0.320714088,0.319105506,ENSPEMG00000020256,20255,,0.038789976515794015,0.03174929137000801,0.04126515834120913,,0.8345633715348962,0.8507541959862135,0.8292052454582592
Pdia4,173.6579897,232.2325766,193.4054903,276.4917158,320.2022834,266.7722027,ENSPEMG00000014275,14274,,0.038870772741561414,0.03095458957952005,0.024117282677378955,,0.8343859837726382,0.8526837313219396,0.8703685578284979
BC037034,4.279622744,4.014511753,4.159669616,6.467247772,6.190221544,4.890888539,ENSPEMG00000016781,16780,,0.03889290067094172,0.04070953127630469,0.020807413080536616,,0.8343374321444863,0.8303946483657068,0.879789141854326
null162,7.143234685,7.023373805,8.288708942,8.912761265,9.2961797,8.680016606,ENSPEMG00000022490,22489,,0.039111521193365265,0.03712826378258998,0.031248477535070377,,0.8338584433111398,0.8382508795604039,0.8519674756698913
Bcdin3d,5.015124194,4.069090172,3.710399725,8.063849566,5.473398228,6.275906267,ENSPEMG00000011046,11045,,0.039159601695133,0.048045340350187364,0.03819627845895952,,0.8337532692456073,0.8152510097186252,0.8358721815436833
Iqcb1,7.43861522,7.903275253,7.798468371,8.485868301,10.00885468,10.58960559,ENSPEMG00000007062,7061,,0.03923784332730494,0.03257102278347505,0.05176705512789275,,0.833582248199926,0.8487828591962356,0.8079807977641797
Rpain,3.938428364,3.226491405,4.035215862,5.377545226,4.223690739,6.137140229,ENSPEMG00000018191,18190,,0.039258908502372,0.045440908397288426,0.06569641328562133,,0.8335362311072378,0.8204953060990433,0.7827036929594667
null163,4.860181864,5.228000076,5.247936438,7.654676871,6.536689658,5.98453604,ENSPEMG00000016436,16435,,0.039342441873195806,0.04117151270838636,0.023235246061771433,,0.8333538653455838,0.8294051809268207,0.8728153259397835
Rbbp4,121.6525761,119.1157501,116.4053418,124.1360199,130.2776326,126.4598466,ENSPEMG00000007470,7469,,0.03965496651267823,0.0373485828878002,0.03661419257388361,,0.8326731804916107,0.837757579977751,0.839407269016797
Dnaic2,0.337216479,0.231808259,0.24098878,0.4514421,0.320028601,0.474318274,ENSPEMG00000016984,16983,,0.03971733346235307,0.04915207602366578,0.061048977606479114,,0.8325376450513371,0.8130625847450641,0.7908359506599488
Pdik1l,1.724170574,1.899171583,2.33779743,3.490100411,3.673065157,2.665915155,ENSPEMG00000016227,16226,,0.039744722900162364,0.03726379567310125,0.021744379531151783,,0.8324781539957419,0.8379472584339483,0.8770539718455352
null164,21.857777,25.03096449,26.66610216,30.36854926,28.49666642,28.8549402,ENSPEMG00000005774,5773,,0.039775941083730525,0.03612451203858378,0.03208316753587283,,0.8324103701362398,0.8405159044120214,0.8499503558110787
Amz1,0.009335572,0.021391429,0.020216922,0.091895722,0.032813849,0.119373881,ENSPEMG00000022718,22717,,0.03979388687028109,0.04237737538982397,0.061480313307378694,,0.8323714158274935,0.8268466489715669,0.7900695085892531
E130308A19Rik,0.754860859,0.595597364,0.840488233,1.023453833,1.414248506,1.153431389,ENSPEMG00000007375,7374,,0.03984783295445177,0.0367374140420254,0.03576309111869715,,0.8322543663837645,0.8391293945874176,0.8413386959590196
null165,32.48318041,25.98926555,23.06975385,42.41724984,33.57342859,36.59325279,ENSPEMG00000010749,10748,,0.0399102480681587,0.049225519670398024,0.04167299626133808,,0.8321190337900518,0.8129181726641515,0.8283369650000703
Thap3,10.63454776,9.465803782,8.991147438,13.8074151,10.64332584,12.68473185,ENSPEMG00000017122,17121,,0.04000662068723692,0.0492920748268762,0.048520991184002125,,0.8319102666904529,0.8127873916987158,0.8143076359217727
Slc29a2,2.336360552,2.972997396,2.479791246,3.417917281,3.197214791,4.300192694,ENSPEMG00000000611,611,,0.04012652904537937,0.03622130248234233,0.05906968118925582,,0.8316508436378491,0.8402962139639281,0.7943852966332521
Ccnl1,7.848217831,9.931641813,9.760390896,14.30329372,11.03246607,12.22804529,ENSPEMG00000000691,691,,0.04022259802209779,0.040428335412353945,0.0339158395933641,,0.8314432589986991,0.8309994831247927,0.8456065549851293
Pex13,14.00315517,12.51323059,11.6770018,16.13905507,17.85217746,15.09502508,ENSPEMG00000018236,18235,,0.04022727399176265,0.04044996330605883,0.02860814182538752,,0.8314331611462406,0.8309528931602893,0.8585219527005906
Dzank1,0.214424333,0.141729692,0.28575563,0.438378088,0.50004151,0.342730269,ENSPEMG00000019969,19968,,0.04026643309679385,0.04036380308441761,0.027146920431575364,,0.8313486178040195,0.8311385654904633,0.8622727828664312
Amz2,20.71642793,18.17693511,17.95242244,24.05555892,20.42313379,25.98732704,ENSPEMG00000012543,12542,,0.040273248846195486,0.04782696896404515,0.06599323912698551,,0.8313339067351465,0.8156855647798319,0.7821933860258488
Ddx20,8.676056081,8.097762499,8.859838007,13.42899631,11.99453671,10.04204222,ENSPEMG00000019595,19594,,0.040286787316213026,0.04376799576633541,0.023300391504463235,,0.8313046888446974,0.8239379506252897,0.8726331155263898
Sgsm3,10.92846675,9.697166633,11.22078997,14.78418207,14.14739696,12.10797828,ENSPEMG00000011819,11818,,0.04030355982922636,0.04402444205203388,0.02503935657418672,,0.8312684978126594,0.8234062864005626,0.8678558564133201
Frs2,9.371002184,8.687798062,8.415192116,12.78310083,13.97784298,10.6459689,ENSPEMG00000022935,22934,,0.040373219925511836,0.03965347846478764,0.022908423128131506,,0.8311182635009008,0.832676415525867,0.8737331408459648
