6,,,,,,,,
Gene.name,C1,C2,C3,T1,T2,T3,Gene.stable.ID,DBID
Mapk8,4.413081281,4.613933543,4.889565242,6.893929666,7.745005929,6.04107569,ENSPEMG00000012207,12206
Ankrd46,30.77066511,28.55600415,31.0182104,33.13378409,33.93346817,32.77849105,ENSPEMG00000008589,8588
Zfp142,5.861813231,5.755852336,5.576112001,10.34731206,10.37460339,7.683266295,ENSPEMG00000000784,784
Utp15,11.68213912,7.950795854,9.893460746,15.42445005,17.12401804,13.81334708,ENSPEMG00000012771,12770
Uap1,12.83578072,14.08799031,15.80608105,19.07643414,22.69532158,19.41169874,ENSPEMG00000016224,16223
Cdk17,11.00310328,9.460758586,10.3198592,15.63392261,16.08129096,12.78577609,ENSPEMG00000013082,13081
Golga1,8.898350039,9.325093708,11.0201737,14.25731961,13.62503216,12.07834765,ENSPEMG00000014526,14525
,13.73181452,15.25409095,15.95118206,18.28710797,17.37380732,17.28939835,ENSPEMG00000011431,11430
Usp3,8.897169693,7.707758702,7.595982029,12.19845935,10.57081055,9.860429343,ENSPEMG00000022492,22491
1700088E04Rik,2.33375198,2.753580976,2.451530785,5.2459686,3.550537744,3.934349149,ENSPEMG00000008894,8893
Etv3,5.253000962,4.700527026,5.315239904,8.843934515,9.227976665,6.823167565,ENSPEMG00000011382,11381
,1.959676729,2.594442981,2.664185544,4.479634404,3.941535062,3.364318196,ENSPEMG00000012417,12416
Saal1,10.88584275,9.05894599,10.31369317,12.81527608,11.73095093,14.91118446,ENSPEMG00000003170,3169
Trmu,8.748975107,9.273130372,11.23870668,13.88547833,12.75363886,17.71478758,ENSPEMG00000014007,14006
Ccdc134,1.096527592,1.329113897,1.213119793,5.146603735,7.917895769,4.479022936,ENSPEMG00000009163,9162
Rnf19b,34.15518264,21.87309758,22.06967105,40.41685683,40.24346745,38.79505405,ENSPEMG00000015416,15415
Zfp207,27.84081152,25.56054725,28.33380422,30.7836199,29.57883917,30.17442821,ENSPEMG00000009110,9109
Cnst,4.287744396,4.127351546,4.033235086,6.72130106,11.04096157,9.768990686,ENSPEMG00000018492,18491
Mex3b,4.001566858,2.825376711,2.886170988,5.077496898,7.038447589,5.751442096,ENSPEMG00000022174,22173
,13.98937476,10.0017992,13.24625918,18.34448536,15.10957512,17.7046245,ENSPEMG00000013553,13552
,7.434772967,6.662235441,6.263761534,8.269211645,7.956499322,7.836601917,ENSPEMG00000022187,22186
Zfp655,11.49610937,10.19323222,11.82246815,21.88550908,24.90523965,16.93703196,ENSPEMG00000011222,11221
,5.624112889,6.303439323,6.050015617,9.387396454,10.00235183,7.725703336,ENSPEMG00000007241,7240
Dnajc30,11.21499238,10.88758904,13.80800428,15.33850981,14.92060618,15.22665104,ENSPEMG00000013658,13657
,46.29891109,51.30071392,51.60991414,57.79788387,66.99697525,72.43912283,ENSPEMG00000017818,17817
Adat2,3.821492293,3.745709486,4.723973218,5.040501899,5.698248081,6.160084591,ENSPEMG00000007937,7936
Phf10,53.02746053,54.25307408,53.29916952,60.51304842,68.40526013,62.38194626,ENSPEMG00000017299,17298
Psmd5,30.55006702,24.64824671,27.7054951,33.77083801,32.6155082,38.96456404,ENSPEMG00000023222,23221
Ube2q2,30.03193116,28.86980906,28.36463993,33.16209139,37.34152302,33.84547422,ENSPEMG00000000725,725
Coq10b,22.06282912,18.74300538,22.29382148,25.86793872,28.8831283,34.69035604,ENSPEMG00000005817,5816
Mfsd11,15.25863938,15.66428231,12.43175468,20.52418116,21.09430971,18.06178399,ENSPEMG00000014004,14003
Trim13,0.960785952,1.064676544,1.483748046,1.736477624,1.660864886,1.779056787,ENSPEMG00000019868,19867
Mef2d,8.820092625,9.237556002,8.73036331,12.29004475,12.2529804,10.35426501,ENSPEMG00000019035,19034
Rbbp9,11.03347606,9.891121765,9.361304351,12.07840664,11.43871076,13.47953851,ENSPEMG00000010612,10611
Vapa,231.6172766,222.7723807,208.0348788,241.1864134,252.5914116,250.0347828,ENSPEMG00000001801,1801
Ecsit,30.03152994,25.34532618,24.72642911,38.4304234,30.25665346,39.49439843,ENSPEMG00000011472,11471
,0.461947169,0.66156297,0.555768462,1.149438026,0.969715881,0.820404806,ENSPEMG00000018937,18936
Rccd1,0.981228206,0.79738906,0.753608009,1.179275378,0.992574275,1.155000878,ENSPEMG00000010404,10403
Per1,2.44485711,3.533266385,2.925925564,6.556988788,9.426458625,6.375877583,ENSPEMG00000018665,18664
Ogfod2,9.267414555,7.366371249,9.144010262,11.44358517,9.878295076,12.12487091,ENSPEMG00000017329,17328
Orc2,15.33213439,17.29663382,17.02841853,18.66018022,20.60237079,20.36955062,ENSPEMG00000010035,10034
Zfp597,0.894603547,0.871549703,1.278377472,2.228489437,4.016145753,3.177580028,ENSPEMG00000008973,8972
,21.89276371,18.46411497,17.02297828,26.17714928,23.13693328,24.02948868,ENSPEMG00000000211,211
Edc3,10.65533678,11.34736494,11.48416671,15.48764273,16.5627157,13.4727946,ENSPEMG00000015260,15259
Cenpn,5.200218327,5.50057,6.198756118,6.62312735,7.014731021,7.886577365,ENSPEMG00000002034,2033
Nop56,53.55606854,54.15637537,63.52394482,68.07111027,66.90226457,75.49036775,ENSPEMG00000009314,9313
Sptlc2,16.78451656,14.16571586,15.27356542,17.96398059,19.81247272,18.58934876,ENSPEMG00000021760,21759
Telomerase-vert,0.058082778,0.332725625,0.188674293,0.457395329,0.459352555,0.557027998,ENSPEMG00000003928,3927
Gpcpd1,9.483535343,8.476282849,10.73156727,16.84118614,20.65354295,14.67016026,ENSPEMG00000023089,23088
Zfp523,5.666173562,4.826441126,5.041594819,6.62840436,7.345896558,6.282787387,ENSPEMG00000003720,3719
Ern1,5.179101642,4.740895659,4.487729086,14.73002153,21.39162649,12.50146768,ENSPEMG00000002339,2338
Ptpn2,34.95842047,37.23173035,35.14742645,39.65816653,42.89936689,47.17024755,ENSPEMG00000020303,20302
Ccdc174,13.88146107,16.27104133,16.21039746,24.57819777,17.87474675,25.33598382,ENSPEMG00000011995,11994
Mus81,8.82309542,7.14658448,8.124096631,12.58366347,9.73491864,10.59746948,ENSPEMG00000006420,6419
Riok1,25.62957701,21.02301516,24.60795728,34.45639132,26.77655787,35.82354157,ENSPEMG00000017844,17843
Slc35e4,15.28538957,12.65782477,15.22543335,18.1668335,18.32271568,23.37824269,ENSPEMG00000008289,8288
Zfp689,3.465965237,3.071637063,4.073012563,5.739785642,6.942297743,5.203169038,ENSPEMG00000011402,11401
Atg16l1,12.20721359,10.56082662,11.93545874,15.60504221,13.91169617,13.43353217,ENSPEMG00000008155,8154
Uhrf2,32.51873196,25.89590474,29.43473519,45.32166455,38.59417981,36.47011592,ENSPEMG00000007148,7147
Taf5l,5.516542218,4.898617465,5.343682999,7.587020413,8.648346135,6.732125284,ENSPEMG00000019399,19398
Sympk,52.762103,49.43710441,52.9710596,57.31133233,60.63821077,56.69105705,ENSPEMG00000007564,7563
Tmem185b,30.17579582,25.94172904,27.55241942,36.60172554,36.61883733,32.10813536,ENSPEMG00000006946,6945
Nprl2,15.37752773,16.34128737,15.7979871,18.4130723,16.6591597,19.09328316,ENSPEMG00000014510,14509
Eif2ak3,2.973807517,3.647665939,3.968164776,10.50893987,13.79805953,8.012323021,ENSPEMG00000008491,8490
,11.35430082,9.965427274,10.36641847,12.77135331,11.83692097,14.60271226,ENSPEMG00000014718,14717
Sco1,16.94755686,15.47827358,17.67665918,24.50853256,18.74596799,22.30997756,ENSPEMG00000002137,2136
Stk11,78.16526472,77.53257703,77.3398768,92.38109366,81.98569786,85.94630641,ENSPEMG00000023752,23751
Poldip2,41.21182351,40.99098699,40.85545554,43.27474219,44.92485882,48.20916721,ENSPEMG00000014165,14164
Bbof1,1.54831693,1.251231866,1.017875944,1.823479971,1.627806904,2.032862771,ENSPEMG00000020680,20679
Foxred1,12.14426188,11.68195114,10.61636443,17.11741041,13.27249723,14.83080109,ENSPEMG00000017785,17784
Smyd5,15.77116997,18.33862997,17.83130007,19.86212137,22.38064602,22.54443262,ENSPEMG00000014513,14512
4930590J08Rik,0.065906003,0.160454822,0.107043508,0.251391761,0.246133174,0.201906342,ENSPEMG00000016805,16804
Ndufaf4,21.22526652,20.05253155,22.34476475,28.49586679,26.39502506,37.26521784,ENSPEMG00000015268,15267
Coq5,16.90361533,15.62666586,15.53866664,20.41464848,18.398151,17.91282139,ENSPEMG00000011721,11720
Chic1,2.473998987,2.076318003,2.239881246,2.857819144,2.535438205,3.182557676,ENSPEMG00000014692,14691
,1.779843616,2.099576688,2.184155756,2.647479484,3.626174187,3.427875494,ENSPEMG00000023684,23683
,2.59412207,3.302301823,2.678847406,3.853972547,3.482626057,3.711263511,ENSPEMG00000022656,22655
Dgcr14,9.172954099,9.212888227,10.66757773,12.64653852,13.24319193,11.5053011,ENSPEMG00000021417,21416
Obsl1,24.87921229,27.93139685,28.39036732,30.91483134,31.84073705,31.18384926,ENSPEMG00000000224,224
Jund,126.8237456,114.5055455,100.9423407,189.727226,171.9354525,144.1697525,ENSPEMG00000005556,5555
Dcun1d3,6.802964922,5.630931606,5.554897793,9.578177693,7.971853218,7.575618565,ENSPEMG00000012983,12982
Wdr36,17.89906171,16.95441687,18.27046334,19.27536707,21.70585358,21.11340844,ENSPEMG00000017285,17284
,32.93449312,32.10567047,35.97329813,50.16420109,59.40119698,45.14853256,ENSPEMG00000012867,12866
Dusp11,28.06927396,29.30956543,30.13571846,31.26633503,33.58345191,34.82045874,ENSPEMG00000008802,8801
Letmd1,9.629695562,7.783997155,7.751802794,12.34401214,12.36805098,10.36095689,ENSPEMG00000012384,12383
Gmeb2,4.02450565,4.281036471,4.27041454,5.537124501,5.686668666,4.809927881,ENSPEMG00000013480,13479
Gmfg,1.640088466,2.572495917,2.536958322,3.190438929,3.328480112,3.682547787,ENSPEMG00000002342,2341
Jak2,33.66337184,28.30349841,32.02728944,49.19278986,54.46944941,40.89275523,ENSPEMG00000022083,22082
Gemin2,7.711775067,8.122004295,8.527643091,11.02117447,10.69279133,15.17799413,ENSPEMG00000008079,8078
,18.08538262,14.91863412,12.17389021,24.00376309,18.35548793,24.66748128,ENSPEMG00000023499,23498
Ppm1d,8.632292244,7.776497422,7.861686904,10.28987026,10.78591209,9.257223444,ENSPEMG00000023276,23275
Zfp617,8.386716702,7.180064716,7.763798865,13.2451779,9.280928914,15.41833116,ENSPEMG00000008649,8648
,15.81635627,14.45996364,14.68473763,18.20752074,17.31442054,16.36183387,ENSPEMG00000006389,6388
Hgh1,13.88298461,13.88047623,15.93558357,17.84969514,22.56630424,20.6346648,ENSPEMG00000005590,5589
Kifc2,0.513274632,0.683615069,0.507138721,0.903129878,0.992267413,0.793057979,ENSPEMG00000004245,4244
Cmtr2,4.109376263,3.624368206,3.893391344,5.710017176,7.084461809,5.380148299,ENSPEMG00000015578,15577
Npm2,0.292810957,0.083867983,0.118894753,0.612492277,0.321627803,0.468021408,ENSPEMG00000013368,13367
Sox15,0.2650444,0.303659938,0.358734169,0.587023532,0.3784672,0.564853424,ENSPEMG00000019249,19248
,11.37996325,10.23577348,9.180888889,12.82042789,11.7670858,14.31264349,ENSPEMG00000020112,20111
Parp6,16.89081378,16.19593079,17.27727423,25.86476435,20.46137357,20.7764367,ENSPEMG00000009791,9790
Spty2d1,7.158138557,7.384696088,7.923335843,12.36659724,14.04249612,10.16012728,ENSPEMG00000023153,23152
Fitm2,5.45254699,5.042865239,5.171599842,8.399169423,10.69818835,7.717284412,ENSPEMG00000010205,10204
Fam35a,6.810308467,6.93667869,7.439224774,8.741148414,10.41427233,8.904172658,ENSPEMG00000012743,12742
Tspyl2,14.94367812,11.70272403,12.69781996,23.8425991,19.77656775,17.25871896,ENSPEMG00000006058,6057
Dpf2,42.45286407,39.80346046,37.55760073,53.67369978,49.71231903,45.37579885,ENSPEMG00000010943,10942
2610318N02Rik,1.22621709,1.661858764,1.246775718,2.414080343,2.29957622,1.88028056,ENSPEMG00000016103,16102
Nxt1,9.809705306,8.852388921,7.972942266,13.18500893,11.21676964,17.21527275,ENSPEMG00000010397,10396
Oxld1,17.45506695,15.26975687,16.44027448,20.87194779,17.93352269,22.95725701,ENSPEMG00000012364,12363
Usp37,3.719482264,4.29819031,4.750821684,6.035791379,6.44653404,5.387233468,ENSPEMG00000002989,2988
Gmps,52.15296749,42.94430237,47.08508321,63.20807353,54.7686869,56.85712906,ENSPEMG00000009799,9798
Klhdc10,12.15901829,11.37130744,13.05168911,16.79247884,22.14664347,17.87066359,ENSPEMG00000023471,23470
Dennd6a,2.649044826,2.603322905,2.347409228,3.691745441,3.35162367,2.971018253,ENSPEMG00000023698,23697
Gdap2,13.23766053,14.59400233,13.71544115,16.516594,20.57609206,18.79191954,ENSPEMG00000020913,20912
,16.36511573,16.99154539,18.41008226,29.84496999,21.47154854,23.78778012,ENSPEMG00000022358,22357
,6.626167581,5.382378993,6.404667184,8.617838652,9.17624242,7.530377035,ENSPEMG00000011377,11376
9130011E15Rik,7.518928192,7.365728974,7.438656857,9.980958783,10.62089136,8.66448555,ENSPEMG00000014466,14465
Slc38a9,4.118077924,2.719342726,2.839889599,5.256927149,4.671962491,4.489320121,ENSPEMG00000020596,20595
Sirt1,6.540972086,4.501213844,5.077441272,8.788205315,7.399698236,7.217533198,ENSPEMG00000014828,14827
Zfp606,0.814184312,0.433088764,0.661192763,1.440703962,1.260553862,0.981192423,ENSPEMG00000008969,8968
Ppcs,6.931805395,6.266944973,7.216352294,9.515623437,8.052534142,8.073130017,ENSPEMG00000024213,24212
Hilpda,12.62529817,14.07238322,11.96481456,20.49583942,33.28274566,39.09484768,ENSPEMG00000000893,893
Sel1l,21.78463326,28.36629706,32.99608581,48.14671191,67.97851338,51.00008331,ENSPEMG00000020699,20698
C2cd2l,5.491506435,5.759464791,5.531986912,6.508264052,7.484419981,6.637696986,ENSPEMG00000007030,7029
Elavl1,29.43621034,25.9390758,26.68290411,31.19978844,29.53248514,32.39210376,ENSPEMG00000022021,22020
Birc2,7.686287614,7.636091862,9.23928632,10.59515899,9.989579639,9.779765528,ENSPEMG00000018476,18475
Insr,3.522216551,3.417088938,3.96595751,7.666668774,8.171243634,5.379718451,ENSPEMG00000016970,16969
,16.92222999,13.84836248,14.63172526,27.21348515,31.53768113,21.73091337,ENSPEMG00000010010,10009
Plekha1,11.18945336,13.38004546,13.61415657,17.8485927,22.6944771,18.38067522,ENSPEMG00000021169,21168
Zmat1,1.216826535,1.223720171,1.559121169,2.788204019,2.851370499,1.952147343,ENSPEMG00000009944,9943
,17.9708115,16.74275343,18.69133332,20.39983169,20.89543735,24.73204313,ENSPEMG00000023314,23313
,5.543289544,5.511126222,4.299108291,9.094329238,6.763129808,7.127253167,ENSPEMG00000012258,12257
,29.05623524,23.06181483,25.34111038,35.8286171,34.66441004,30.70472288,ENSPEMG00000013141,13140
Nrf1,7.251173682,7.387883841,7.759624163,10.90903396,10.05958549,8.67257049,ENSPEMG00000023041,23040
Mafg,8.655315297,6.503311311,5.996968518,12.49081905,10.55264418,9.555082246,ENSPEMG00000017273,17272
Slc39a7,223.8301646,217.8260384,215.4261132,229.5397099,244.1461534,254.536446,ENSPEMG00000003403,3402
,26.34923568,24.37311797,22.63692929,27.50493002,31.77414165,32.04969752,ENSPEMG00000020255,20254
,14.25029894,15.81068106,16.91373746,20.13553834,20.10774434,18.14675537,ENSPEMG00000022465,22464
Lrrc49,7.710560102,6.331149881,6.351482863,8.975761442,8.254323655,8.08691728,ENSPEMG00000014218,14217
Unc119b,29.46711321,30.50069604,29.38349001,39.58189535,49.72182537,40.02552356,ENSPEMG00000010858,10857
2610008E11Rik,3.881632569,4.441536141,3.86249607,7.424206978,8.41070755,5.795916086,ENSPEMG00000017339,17338
Zfp786,0.093091897,0.31996465,0.231837569,0.522325339,0.449915357,0.426547569,ENSPEMG00000009822,9821
Kdm4a,16.42837193,16.37505036,17.94500973,29.32853655,36.93339415,25.50243185,ENSPEMG00000015296,15295
Snupn,10.91672249,9.611072176,9.909821707,11.88331956,10.94042416,12.68475879,ENSPEMG00000017913,17912
Tpp2,13.63813978,13.4776446,15.20873817,20.25409352,20.96845206,16.89953786,ENSPEMG00000013684,13683
Socs2,2.694945287,1.967791375,2.620088077,3.521496994,3.252014455,4.802997476,ENSPEMG00000007376,7375
Cyp1b1,16.23254209,9.280409015,16.11028036,46.05109179,40.61662968,25.40780571,ENSPEMG00000012422,12421
Rce1,12.97429623,9.932242824,10.48843292,15.80459518,12.85195089,17.17150796,ENSPEMG00000017000,16999
Pard6a,2.062306747,1.73022011,1.670387552,3.420721162,2.440067834,4.602759835,ENSPEMG00000010164,10163
Aatf,52.88403293,48.56976221,52.65109539,63.20160774,55.7285364,57.91764927,ENSPEMG00000022006,22005
Rbfa,17.71536853,15.92090956,15.60276447,23.72495568,18.92299531,20.26220032,ENSPEMG00000021588,21587
Rab32,8.876641891,7.855386992,10.03135023,11.69059961,16.90936829,16.7648996,ENSPEMG00000014745,14744
Gfm2,9.389237565,9.586562419,9.797781988,14.11731055,16.18577476,12.24142222,ENSPEMG00000000622,622
Kif9,1.895006393,1.887029613,2.080658179,3.730740437,3.221465578,2.557133097,ENSPEMG00000001800,1800
Ccl2,262.8297678,165.3071714,207.4513954,425.071575,532.4019432,883.900834,ENSPEMG00000024087,24086
,1.207571371,1.207824441,1.099998838,2.169823749,2.72862291,1.817813824,ENSPEMG00000021095,21094
Jmjd4,2.829703564,2.481162083,2.693721227,3.887921738,6.087910412,5.117003888,ENSPEMG00000001993,1992
,1.080235016,0.856813446,0.449872039,2.126682248,1.204800366,1.770891815,ENSPEMG00000000394,394
Exoc6,1.008300093,0.790764622,0.799336666,1.110689674,1.038969981,1.093613272,ENSPEMG00000017626,17625
Pced1a,20.92715286,20.74456117,18.62036598,25.55151731,23.10661888,22.6874301,ENSPEMG00000014207,14206
Tsen54,17.61814494,14.56794866,13.14587638,25.62277827,19.48900775,20.58450467,ENSPEMG00000014857,14856
Ppp6c,14.26774883,15.17532788,13.29564055,16.04488928,15.96723908,17.78468777,ENSPEMG00000013119,13118
Polr3f,15.54696446,15.58415039,17.36850792,20.23019794,20.45338043,18.20745528,ENSPEMG00000006966,6965
Snrnp48,20.68429058,19.92060879,18.38062289,25.46066772,21.05580895,26.20222833,ENSPEMG00000008872,8871
,6.042822901,4.830526074,4.580174288,6.624263954,7.265072107,6.614739736,ENSPEMG00000021155,21154
Zfp36,18.5185701,19.88205598,16.8268154,28.0014493,22.03058137,23.38629362,ENSPEMG00000007506,7505
Glmn,6.207742303,5.807867576,5.268028813,8.077064658,6.502514233,9.224185323,ENSPEMG00000023068,23067
,87.04058112,66.42561139,80.62909178,124.2663592,133.5930989,101.3347042,ENSPEMG00000018699,18698
Ccdc28b,6.540313235,7.020071214,6.981174119,10.59454603,7.570673524,9.972564963,ENSPEMG00000021395,21394
Ift46,43.3318036,47.3043483,43.43857373,49.01076681,49.32562904,53.66370004,ENSPEMG00000012188,12187
Brd1,8.405149046,8.587280608,9.411270089,12.44024056,16.05719971,12.5025078,ENSPEMG00000022320,22319
Sf1,55.78851745,65.24382388,69.34645162,79.57737035,86.80361138,78.41665211,ENSPEMG00000010463,10462
5730409E04Rik,20.40051144,18.80913274,21.51929343,22.21334521,24.1657982,24.8516782,ENSPEMG00000008419,8418
Dffb,2.666671213,3.902428588,4.658733182,5.415372897,7.285854319,7.665044492,ENSPEMG00000020570,20569
Mtf1,4.079179411,4.645757946,4.665916924,5.37966237,5.222526425,5.049656178,ENSPEMG00000021132,21131
Rab20,4.251634147,5.40593733,2.328892886,8.501583506,9.376741163,6.893417271,ENSPEMG00000002154,2153
5730480H06Rik,3.941809365,3.473930534,4.018002395,4.363406806,4.986338623,5.585045703,ENSPEMG00000015581,15580
,2.92402763,2.771696532,3.217672128,3.918986232,5.272782946,4.404736797,ENSPEMG00000012838,12837
Hbs1l,33.89224919,32.00990896,35.13218462,36.3321187,39.18283412,41.64450532,ENSPEMG00000014369,14368
,14.91809901,13.28332024,14.40745784,16.49712628,16.34471686,15.47227873,ENSPEMG00000015742,15741
Pcif1,8.242616252,7.24564948,7.131706903,8.717988592,8.782686678,8.531072424,ENSPEMG00000022425,22424
,1.347081334,1.47525511,1.480055818,1.930520686,2.141145917,1.730955466,ENSPEMG00000019051,19050
Rrp15,19.13336595,16.82601405,22.02525301,25.40041503,24.96635823,23.48882443,ENSPEMG00000009408,9407
Nae1,17.53841475,14.88834381,14.811465,21.36375964,17.32190588,22.48882529,ENSPEMG00000004946,4945
Zfp263,3.657999653,3.573877983,3.875795382,7.444581962,7.720475868,5.165316564,ENSPEMG00000009873,9872
Tmem230,20.40801527,18.08157953,20.61491096,23.03521752,22.24484158,26.80656307,ENSPEMG00000023046,23045
Capn10,3.445577206,4.04879917,3.683004133,5.163632917,5.890502311,4.707111864,ENSPEMG00000010924,10923
Phf1,21.35735289,19.32255943,17.49521553,27.24057171,23.40839049,23.17866354,ENSPEMG00000008040,8039
Mmab,5.694127355,5.822834235,7.18464008,7.658726965,8.890711419,8.374240197,ENSPEMG00000012826,12825
Smc6,14.36615152,15.64613097,16.61713342,17.84846736,17.10835615,18.42506447,ENSPEMG00000023903,23902
Atp2a3,0.22240233,0.487924751,0.389402885,1.178464095,2.902372465,2.682503167,ENSPEMG00000019204,19203
Pdia6,200.843835,242.9449592,220.6663113,257.1345741,294.5024456,314.0408228,ENSPEMG00000002821,2820
Trim66,0.034708535,0.10509422,0.110061695,0.190351895,0.304994863,0.227192416,ENSPEMG00000011933,11932
Cacnb1,2.647878836,3.261703292,2.703821563,3.53268499,4.261337037,3.959145263,ENSPEMG00000016761,16760
Ahrr,3.060574541,1.829469765,2.04806749,11.52689021,9.914117377,5.357841946,ENSPEMG00000014987,14986
Afg1l,4.404085183,4.036589281,4.849012789,6.699039214,5.613549681,5.374624616,ENSPEMG00000016981,16980
Pitpnc1,6.785658207,5.765736278,4.779186229,16.46536248,14.00979642,9.340543534,ENSPEMG00000010136,10135
Rp9,16.79158217,17.68001592,18.40582235,24.09505819,19.06758061,25.67367436,ENSPEMG00000012547,12546
Slc46a1,14.79225459,14.16580628,14.37545651,16.91584536,18.28520964,22.60240522,ENSPEMG00000013618,13617
Osgin1,10.0261012,6.125426416,4.623684842,22.37579228,15.36910941,13.07717352,ENSPEMG00000020010,20009
Tfb2m,17.93141558,14.70300583,15.05370733,19.71315024,21.7043596,27.52153208,ENSPEMG00000018713,18712
Abcc6,0.102256598,0.164016765,0.055361193,0.322103673,0.220147456,0.217925711,ENSPEMG00000016077,16076
Polr1a,7.810445799,7.347002891,7.924864925,10.83316654,10.93604159,8.883248968,ENSPEMG00000022224,22223
Izumo1,0.040242344,0.023052718,0.108934983,0.297097424,0.707244384,0.964834709,ENSPEMG00000012431,12430
,15.29937249,12.91566935,12.72173858,18.33873936,15.26123927,20.45643572,ENSPEMG00000008854,8853
Azin2,12.94813096,14.69724624,9.065467352,22.7375816,23.57233582,17.59794968,ENSPEMG00000017117,17116
Sdf2l1,32.70508405,43.07975591,42.11916757,63.52212531,61.04507381,99.80068123,ENSPEMG00000017559,17558
Chic2,10.37526044,8.004301331,8.455582121,12.46106963,11.46916526,16.73400826,ENSPEMG00000016307,16306
,5.219999912,5.066981808,5.722437453,6.114926803,7.430416995,6.99491586,ENSPEMG00000004526,4525
,0.058599397,0.201411039,0.063450821,0.374939215,0.360451998,0.249770002,ENSPEMG00000002513,2512
Cpsf7,9.629043828,8.89374968,9.748154911,14.89820159,16.35060967,11.95191266,ENSPEMG00000012648,12647
Cd3eap,34.85504204,31.21764671,33.73982466,45.4353866,37.36504804,53.69011656,ENSPEMG00000018578,18577
,1.849843286,1.608980063,2.068394968,3.262779559,3.503152341,2.478030835,ENSPEMG00000004236,4235
Zbtb2,3.83326426,2.935379398,3.679930147,6.288859162,4.983163934,4.57594196,ENSPEMG00000004153,4152
,18.47070579,19.44178864,17.25409006,26.31247215,25.62340713,21.34170774,ENSPEMG00000005477,5476
Csnk1g3,14.19204835,16.14185763,15.53413671,17.70108443,20.4961474,18.79613311,ENSPEMG00000019782,19781
,7.211636387,6.328315446,9.648948687,10.54654429,10.45418499,12.72608012,ENSPEMG00000020221,20220
Larp6,10.86305144,10.40982483,9.700830152,13.72306631,15.94978833,12.73640828,ENSPEMG00000012909,12908
Mtmr3,14.60922495,14.16983462,14.49096536,20.40403797,25.52175236,19.34451402,ENSPEMG00000017046,17045
Gm43786,0.547391403,0.156785843,0.370443593,1.145015237,0.541136393,1.166581552,ENSPEMG00000021721,21720
Rpusd3,5.225040197,5.663096318,5.9763586,8.270370536,6.671552896,10.3381697,ENSPEMG00000017245,17244
Zfp40,2.851256298,3.936952422,4.09214312,5.315453283,4.443697524,5.732545682,ENSPEMG00000022423,22422
,5.520135452,5.303720586,6.148766574,6.552846704,6.843834093,6.441256949,ENSPEMG00000001449,1449
Crebbp,5.444370173,5.872290432,6.028643292,10.78951191,14.24405043,9.330360262,ENSPEMG00000016948,16947
Dnaja3,49.0143039,44.37491573,50.68435947,59.68733483,65.5322447,85.64924983,ENSPEMG00000023880,23879
,8.739006181,7.781784409,7.588742027,11.81756565,9.161866674,10.14192733,ENSPEMG00000011298,11297
,1.46537138,1.14036322,1.586688971,2.63996354,4.033073821,2.739945474,ENSPEMG00000011159,11158
Trappc5,38.27457506,30.94728566,34.95505741,47.99057138,38.04397445,48.60736625,ENSPEMG00000021436,21435
Tmem168,13.02091844,12.06323397,12.15070197,16.27212354,19.52923031,15.57138218,ENSPEMG00000000238,238
,8.268418794,9.065505519,7.92576103,12.60659792,15.71555545,11.63653508,ENSPEMG00000021601,21600
Zxdc,8.107728972,7.955414662,7.051421192,12.54428585,14.62818673,10.36093085,ENSPEMG00000023131,23130
Nt5m,1.526316188,1.598267075,1.048474015,2.374833988,1.889248584,1.958694577,ENSPEMG00000018986,18985
Naa35,21.93466819,21.57126967,22.22672586,22.71513808,23.41467166,24.64427949,ENSPEMG00000020283,20282
Tfb1m,7.008898958,6.343270409,8.37502339,8.695550011,9.457072198,10.36318087,ENSPEMG00000010410,10409
Nabp1,1.508523737,1.728307496,0.983381836,2.636511562,2.001907635,2.165145767,ENSPEMG00000000068,68
Lin37,31.89653767,27.02450507,24.56355972,51.40034025,32.18491666,48.31326258,ENSPEMG00000008444,8443
Sirt3,2.093616803,2.848391484,1.95209292,3.291674616,3.066212097,3.222442483,ENSPEMG00000010571,10570
Akr7a5,25.06765104,26.74719427,27.78272708,30.29201859,28.12430296,30.11131879,ENSPEMG00000018494,18493
Clpx,16.41533033,12.94132826,14.12519553,17.1030469,17.72619025,17.8097692,ENSPEMG00000021528,21527
Fbxl15,7.491533705,6.039344776,7.296362128,9.086965614,8.043411533,10.88821764,ENSPEMG00000012550,12549
Dbr1,10.61626746,8.855636162,9.73454588,13.871793,11.25467225,11.87750804,ENSPEMG00000020602,20601
Sra1,3.974484532,5.33078856,4.889701302,6.684683219,7.52695082,6.213975176,ENSPEMG00000013849,13848
Tob2,12.7373681,13.1239156,13.12101792,19.90410414,18.29580529,15.16950871,ENSPEMG00000022728,22727
SNORD14,3.627236852,5.343050141,4.488610903,11.47663983,6.147066218,9.110641458,ENSPEMG00000005313,5312
,10.34718473,10.07766428,12.07365276,12.84609164,16.59096305,16.93706308,ENSPEMG00000020884,20883
Trim11,8.104937293,7.20502216,7.230124111,9.997188629,8.090728875,9.358594225,ENSPEMG00000013300,13299
Smyd4,2.001749505,1.649763778,2.006661095,3.19720424,2.695242793,2.346332473,ENSPEMG00000021819,21818
Zc3h8,7.17549002,8.945475825,8.24362038,11.30123502,12.65340775,10.2379683,ENSPEMG00000011068,11067
Rtca,11.54242965,9.932966476,10.40798235,13.10842738,11.58757531,12.36174076,ENSPEMG00000018582,18581
